rank	name	year	rating	votes	imglink	imdbLink
81	Princess Mononoke	1997	8.3	142200	"http://ia.media-imdb.com/images/M/MV5BMjgzNTUwODQzN15BMl5BanBnXkFtZTcwMTc4ODE3OQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0119698/?ref_=chttp_tt_81
82	Grave of the Fireflies	1988	8.3	79855	"http://ia.media-imdb.com/images/M/MV5BMjA0MzgwMTU4MV5BMl5BanBnXkFtZTcwODYxNjEzMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0095327/?ref_=chttp_tt_82
83	Witness for the Prosecution	1957	8.3	37999	"http://ia.media-imdb.com/images/M/MV5BMTc0MjgyNTUyNF5BMl5BanBnXkFtZTcwNDQzMDg0Nw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0051201/?ref_=chttp_tt_83
84	Bicycle Thieves	1948	8.3	60295	"http://ia.media-imdb.com/images/M/MV5BMjA5MDY0NzM2M15BMl5BanBnXkFtZTcwNzI2NTA0MQ@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0040522/?ref_=chttp_tt_84
85	Full Metal Jacket	1987	8.3	319115	"http://ia.media-imdb.com/images/M/MV5BNDAzMjU3NzE0Nl5BMl5BanBnXkFtZTcwNTk1ODg3OA@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0093058/?ref_=chttp_tt_85
86	Singin' in the Rain	1952	8.3	103630	"http://ia.media-imdb.com/images/M/MV5BMTUxMTIyNTI4Nl5BMl5BanBnXkFtZTcwNTk1ODQyMg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0045152/?ref_=chttp_tt_86
87	The Treasure of the Sierra Madre	1948	8.3	57068	"http://ia.media-imdb.com/images/M/MV5BMjEyMjU0ODM3OV5BMl5BanBnXkFtZTcwNDkyMTUyMg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0040897/?ref_=chttp_tt_87
88	All About Eve	1950	8.3	59187	"http://ia.media-imdb.com/images/M/MV5BMjE4MDg3ODUzMF5BMl5BanBnXkFtZTcwODY1ODg3OA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0042192/?ref_=chttp_tt_88
89	The Sting	1973	8.3	122218	"http://ia.media-imdb.com/images/M/MV5BMTY2OTM3Njk2MF5BMl5BanBnXkFtZTYwNzk4Njk4._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0070735/?ref_=chttp_tt_89
90	The Third Man	1949	8.3	83166	"http://ia.media-imdb.com/images/M/MV5BMTYzOTAxNzAyNl5BMl5BanBnXkFtZTcwNjc0OTM0MQ@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0041959/?ref_=chttp_tt_90
91	Rashomon	1950	8.3	71067	"http://ia.media-imdb.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0042876/?ref_=chttp_tt_91
92	Amadeus	1984	8.3	190139	"http://ia.media-imdb.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0086879/?ref_=chttp_tt_92
93	L.A. Confidential	1997	8.3	307602	"http://ia.media-imdb.com/images/M/MV5BMTQ5MTU4MzQ5NF5BMl5BanBnXkFtZTcwMjY1OTM2MQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0119488/?ref_=chttp_tt_93
94	Monty Python and the Holy Grail	1975	8.3	274177	"http://ia.media-imdb.com/images/M/MV5BMTkzODczMTgwM15BMl5BanBnXkFtZTYwNTAwODI5._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0071853/?ref_=chttp_tt_94
95	The Apartment	1960	8.3	73741	"http://ia.media-imdb.com/images/M/MV5BMTM1OTc4MzgzNl5BMl5BanBnXkFtZTcwNTE2NjgyMw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0053604/?ref_=chttp_tt_95
96	Some Like It Hot	1959	8.3	124396	"http://ia.media-imdb.com/images/M/MV5BNzYzMDkzNDQ0N15BMl5BanBnXkFtZTcwNzQ0NDQyNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0053291/?ref_=chttp_tt_96
97	Gravity	2013	8.3	209296	"http://ia.media-imdb.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1454468/?ref_=chttp_tt_97
98	Metropolis	1927	8.3	77601	"http://ia.media-imdb.com/images/M/MV5BNDAzNTkyODg1MF5BMl5BanBnXkFtZTgwMDA3NDkwMDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0017136/?ref_=chttp_tt_98
99	Indiana Jones and the Last Crusade	1989	8.3	349859	"http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0097576/?ref_=chttp_tt_99
100	Chinatown	1974	8.3	153542	"http://ia.media-imdb.com/images/M/MV5BMTUyMTQ1NjA2OV5BMl5BanBnXkFtZTcwODQ1Njg3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0071315/?ref_=chttp_tt_100
101	A Separation	2011	8.3	98583	"http://ia.media-imdb.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1832382/?ref_=chttp_tt_101
102	Yojimbo	1961	8.3	51316	"http://ia.media-imdb.com/images/M/MV5BMTIwMzExNjEzM15BMl5BanBnXkFtZTcwODk2NDE0MQ@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0055630/?ref_=chttp_tt_102
103	Snatch.	2000	8.3	410843	"http://ia.media-imdb.com/images/M/MV5BMTk5NzE0MDQyNl5BMl5BanBnXkFtZTcwNzk4Mjk3OA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0208092/?ref_=chttp_tt_103
104	2001: A Space Odyssey	1968	8.3	284746	"http://ia.media-imdb.com/images/M/MV5BNDYyMDgxNDQ5Nl5BMl5BanBnXkFtZTcwMjc1ODg3OA@@._V1_SY50_CR2,0,34,50_.jpg"	/title/tt0062622/?ref_=chttp_tt_104
105	Unforgiven	1992	8.3	197686	"http://ia.media-imdb.com/images/M/MV5BMTkzNTc0NDc4OF5BMl5BanBnXkFtZTcwNTY1ODg3OA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0105695/?ref_=chttp_tt_105
106	Raging Bull	1980	8.3	165269	"http://ia.media-imdb.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0081398/?ref_=chttp_tt_106
107	Batman Begins	2005	8.3	630823	"http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0372784/?ref_=chttp_tt_107
108	For a Few Dollars More	1965	8.3	98736	"http://ia.media-imdb.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0059578/?ref_=chttp_tt_108
109	Inglourious Basterds	2009	8.3	531537	"http://ia.media-imdb.com/images/M/MV5BMjIzMDI4MTUzOV5BMl5BanBnXkFtZTcwNDY3NjA3Mg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0361748/?ref_=chttp_tt_109
110	The Kid	1921	8.3	37546	"http://ia.media-imdb.com/images/M/MV5BMTg2Njk2MTM4M15BMl5BanBnXkFtZTcwNTY4NzU2OQ@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0012349/?ref_=chttp_tt_110
111	Die Hard	1988	8.3	412916	"http://ia.media-imdb.com/images/M/MV5BMTY4ODM0OTc2M15BMl5BanBnXkFtZTcwNzE0MTk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0095016/?ref_=chttp_tt_111
112	Mr. Smith Goes to Washington	1939	8.3	55995	"http://ia.media-imdb.com/images/M/MV5BMjAwMzU5ODkwNF5BMl5BanBnXkFtZTcwNTg4Mjk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0031679/?ref_=chttp_tt_112
113	Toy Story	1995	8.2	389539	"http://ia.media-imdb.com/images/M/MV5BMTgwMjI4MzU5N15BMl5BanBnXkFtZTcwMTMyNTk3OA@@._V1_SY50_CR2,0,34,50_.jpg"	/title/tt0114709/?ref_=chttp_tt_113
114	The Bridge on the River Kwai	1957	8.2	105819	"http://ia.media-imdb.com/images/M/MV5BMTc2NzA0NTEwNF5BMl5BanBnXkFtZTcwMzA0MTk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0050212/?ref_=chttp_tt_114
115	On the Waterfront	1954	8.2	71112	"http://ia.media-imdb.com/images/M/MV5BMTM0NDQxMzA0OF5BMl5BanBnXkFtZTcwOTI2NDU2MQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0047296/?ref_=chttp_tt_115
116	Downfall	2004	8.2	175671	"http://ia.media-imdb.com/images/M/MV5BMTM1OTI1MjE2Nl5BMl5BanBnXkFtZTcwMTEwMzc4NA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0363163/?ref_=chttp_tt_116
117	Pan's Labyrinth	2006	8.2	326138	"http://ia.media-imdb.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0457430/?ref_=chttp_tt_117
118	Up	2009	8.2	400852	"http://ia.media-imdb.com/images/M/MV5BMTMwODg0NDY1Nl5BMl5BanBnXkFtZTcwMjkwNTgyMg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1049413/?ref_=chttp_tt_118
